Date Posted,Text,Region,Origin,Fact_checked_by,Poynter_Label,Binary Label
2020-06-27,indiafightscorona aapbjp twitter war before amit shahkejriwal visit delhis 10000bed covid facility at radha soami beas heres the detailed report itvideo ,India,IndiaToday,,true,1
2020-06-27,from caregivers to plasma donors mumbai hospital staffs covid fight ,India,NDTV,,true,1
2020-06-27,covid patients are being administered different drugs that were approved for treating other diseases lets take a look at all these drugs itvideo more videos ,India,IndiaToday,,true,1
2020-06-28,maharashtra government eases lockdown restrictions amid the rising number of covid19 cases itvideo ,India,IndiaToday,,true,1
2020-06-28,the cdc is preparing new guidelines for riding elevators tight indoor spaces where covid19 can easily travel from one person to the next heres what the agency is considering passenger limits on off paths masks no small talk ,United States,The New York Times,,true,1
2020-06-28,the union health ministry released an updated clinical management protocol for covid19 cases this includes the advice to use dexamethasone as an alternative to methylprednisolone for managing moderate to severe cases ,India,The Hindu,,true,1
2020-06-28,just in prime minister narendramodi called up old colleague and later political rival shankarsinh vaghela and inquired about his health after the latter tested positive for covid19 ,India,The Hindu,,true,1
2020-06-28,uk death toll from confirmed covid19 cases up 36 to 43550 ,Europe,Reuters UK,,true,1
2020-06-28,factbox what doctors have learned about fighting covid19 ,Europe,Reuters UK,,true,1
2020-06-28,private hospitals cant reject patients with covidlike symptoms in karnataka ,India,NDTV,,true,1
2020-06-28,home minister amit shah clarifies on his tweets on 45th anniversary of the imposition of emergency says i have not indulged in any politics during covid times itvideo amitshah ,India,IndiaToday,,true,1
2020-06-28,as health officials and political leaders downplayed or denied the risk of people with no symptoms spreading the coronavirus in february tens of thousands of seemingly healthy people became an army of silent covid19 carriers ,United States,The New York Times,,true,1
2020-06-28,indias fight against covid19 continues as the number of cases crosses five lakh marks itvideo coronaviruspandemic ,India,IndiaToday,,true,1
2020-06-28,latest data and developments related to covid19 in india itvideo coronaviruspandemic ,India,IndiaToday,,true,1
2020-06-28,after the govt imposed restrictions on baba ramdevs anticovid medicine coronil several social media users are claiming that the ayush ministry did so because the approving scientific panel has six muslim scientists is this true afwafactcheck factcheck re ,India,IndiaToday,,true,1
2020-06-28,delhi government ramps up efforts against covid19 as cases continue to rise sharply itvideo ,India,IndiaToday,,true,1
2020-06-28,how will the medical staff at the additional covid19 facilities in delhi be arranged home minister amit shah answers this question he also talks about developing a strategy for the national capital region ncr itvideo coronaviruspandemic ,India,IndiaToday,,true,1
2020-06-28,according to the governments plan the administration will set up 11229 beds in 77 banquet halls to ramp up medical infrastructure to deal with the covid19 situation in delhi ,India,IndiaToday,,true,1
2020-06-28,coronavirus australia victoria nurse tests positive to covid19 as state reports jump of 41 cases ,Europe,Guardian news,,true,1
2020-06-28,case study covid19 uk survivor recalls her all too real nightmare ,Europe,Guardian news,,true,1
2020-06-28,covid19 confusion overshadows brendon todds travelers lead ,Europe,Guardian news,,true,1
2020-06-28,global report covid19 cases exceed 10m as anxieties rise over us ,Europe,Guardian news,,true,1
2020-06-28,screen survivors of covid19 for ptsd say mental health experts ,Europe,Guardian news,,true,1
2020-06-28,tamlinadu records biggest single day spike in covid19 cases itvideo ,India,IndiaToday,,true,1
2020-06-29,ndtvbeeps at least 20 people have been killed and over 12 lakh affected as the flood situation in assam worsens more than 56000 people have been forced to leave their homes and find shelter in relief camps amid the covid19 pandemic ,India,NDTV,,true,1
2020-06-29,request people to donate plasma to save lives of covid19 patients delhi cm arvind kejriwal plasmatherapy ,India,NDTV,,true,1
2020-06-29,australia sees biggest daily rise in covid19 cases in two months ,Europe,Reuters UK,,true,1
2020-06-29,this italian hilltown is covidfree but as it reopens to visitors will it lose that status ,United States,The Washington Post,,true,1
2020-06-29,perspective covid19 outbreaks at jails and prisons should make us rethink incarceration ,United States,The Washington Post,,true,1
2020-06-29,covid19 treatment remdesivir priced at 3120 for typical us patient ,United States,The Washington Post,,true,1
2020-06-29,delhi government announces rs 1 crore for family of doctor who died fighting covid ,India,NDTV,,true,1
2020-06-29,until recently remdesivir was the only drug shown to help severely ill covid19 patients but the benefits were modest and the drug did not improve survival in those patients read more here ,United States,The New York Times,,true,1
2020-06-29,spike in covid cases in hyderabad will kcr relock the city india todays with more details telangana ,India,IndiaToday,,true,1
2020-06-29,unlock2 lockdown shall continue to be implemented strictly in the containment zones till 31 july 2020 containment zones are required to be carefully demarcated by the state ut governments with a view to contain the spread of covid19 mha via ,India,The Hindu,,true,1
2020-06-29,indias first covid survey know what the doctors think newstrack with itlivestream ,India,IndiaToday,,true,1
2020-06-29,uk mortgage approvals slump as covid19 hits housing market business live ,Europe,Guardian news,,true,1
2020-06-29,leicester lockdown extended to contain covid19 outbreak says hancock video ,Europe,Guardian news,,true,1
2020-06-29,trump ignores covid19 risk in renewed attack on corrupt mailin voting ,Europe,Guardian news,,true,1
2020-06-29,poland should get less from covid19 fund due to rights record claim eu member states ,Europe,Guardian news,,true,1
2020-06-29,who pushes test trace and isolate as covid19 outbreak hits six months video ,Europe,Guardian news,,true,1
2020-06-29,the latest cdc covidview shows indicators used to monitor covid19 remain below the peaks from march and april however multiple parts of the us are seeing increases in levels of covidlike illness the percentage of ppl testing positive for covid19 ,United States,CDC,,true,1
2020-06-29,author michael rosen says doctors warned him he might not wake up while he was being treated for covid19 ,Europe,BBC News (UK),,true,1
2020-06-29,haryana all set to begin plasmatherapy for covid treatment itvideo ,India,IndiaToday,,true,1
2020-06-30,coronavirusinindia maharashtra reports 4878 new covid19 cases states tally over 174 lakh full story indiafightscorona ,India,IndiaToday,,true,1
2020-06-30,top scientist who played key role in covid battle retires today research body icmr ,India,NDTV,,true,1
2020-06-30,los angeles records alarming surge in covid19 cases to more than 100000 ,Europe,Reuters UK,,true,1
2020-06-30,britain locks down city of leicester after covid19 flareup ,Europe,Reuters UK,,true,1
2020-06-30,global covid19 prevention trial of hydroxychloroquine to resume ,Europe,Reuters UK,,true,1
2020-06-30,bavarias free covid19 test for all splits germany ,Europe,Reuters UK,,true,1
2020-06-30,coronavirusinindia gandhinagar develops aibased tool to detect covid19 from chest xray gujarat full story ,India,IndiaToday,,true,1
2020-06-30,indias first covid19 vaccine candidate approved for human trials ,Europe,Reuters UK,,true,1
2020-06-30,washings hands many times a day and using sanitizers should be part of our lifestyle not just for covid19 management but also for longer time said dr giridhar babu a bangalorebased epidemiologist read full survey diu coronavirus covid19 ,India,IndiaToday,,true,1
2020-06-30,long queue outside covid testing lab in hyderabad goes viral video hyderabad coronavirus ,India,IndiaToday,,true,1
2020-06-30,over 18500 new covid cases in india in a day death toll nears 17000mark coronavirus live updates ,India,IndiaToday,,true,1
2020-06-30,a video of a long queue of people waiting for a covid19 test outside a private lab in hyderabad has gone viral ,India,IndiaToday,,true,1
2020-06-30,tirumala tirupati devesthanam has announced that it will continue covid19 testing for all the devotees visiting the temple without any compromise tirupatitemple coronavirus ,India,IndiaToday,,true,1
2020-06-30,australia to acquire longrange missiles as pm warns of dangerous postcovid19 world ,Europe,Guardian news,,true,1
2020-06-30,coronavirus victoria everything we know about melbournes covid19 clusters ,Europe,Guardian news,,true,1
2020-06-30,covid19 recession causing job losses in older workers and housing stress in young ,Europe,Guardian news,,true,1
2020-06-30,leicester lockdown what are the new covid19 restrictions ,Europe,Guardian news,,true,1
2020-06-30,coronavirus world map which countries have the most covid19 cases and deaths ,Europe,Guardian news,,true,1
2020-06-30,uk imposes lockdown on city of leicester to curb covid19 outbreak ,Europe,Reuters UK,,true,1
2020-06-30,the us has reported more than double the covid19 cases that india has over the past 24 hours us coronavirusindia diu coronavirus live updates ,India,IndiaToday,,true,1
2020-06-30,grace fusco the matriarch of a large new jersey family died in march from covid19 without knowing that her 2 oldest children died before her the coronavirus ultimately killed 5 members of the fusco family and infected at least 19 others ,United States,The New York Times,,true,1
